user_id,event_date,event_name
1024,2025-03-14,view_product
1024,2025-03-14,view_product
1024,2025-02-02,view_product
1024,2025-03-27,checkout_start
1024,2025-03-27,view_product
1025,2025-02-13,view_product
1025,2025-03-11,view_product
1025,2025-03-08,add_to_cart
1025,2025-02-08,add_to_cart
1025,2025-03-14,view_product
1025,2025-03-22,add_to_cart
1026,2025-03-19,view_product
1026,2025-02-23,view_product
1026,2025-02-01,view_product
1026,2025-02-14,add_to_cart
1026,2025-02-16,checkout_start
1026,2025-02-18,view_product
1027,2025-02-22,view_product
1027,2025-03-24,checkout_start
1027,2025-02-23,add_to_cart
1027,2025-03-15,view_product
1028,2025-03-05,view_product
1028,2025-02-23,view_product
1028,2025-03-19,add_to_cart
1028,2025-03-04,view_product
1028,2025-03-16,view_product
1028,2025-03-15,add_to_cart
1028,2025-02-02,view_product
1028,2025-03-25,view_product
1028,2025-02-24,view_product
1028,2025-02-25,view_product
1028,2025-03-11,view_product
1028,2025-02-09,view_product
1028,2025-03-27,add_to_cart
1028,2025-02-17,add_to_cart
1029,2025-02-24,view_product
1029,2025-02-19,view_product
1029,2025-02-17,checkout_start
1029,2025-03-26,checkout_start
1029,2025-03-11,checkout_start
1029,2025-03-04,add_to_cart
1029,2025-02-23,view_product
1029,2025-02-25,add_to_cart
1029,2025-03-17,add_to_cart
1029,2025-02-01,view_product
1029,2025-02-17,add_to_cart
1029,2025-03-11,view_product
1030,2025-03-17,view_product
1030,2025-02-03,add_to_cart
1030,2025-03-27,add_to_cart
1030,2025-02-07,checkout_start
1030,2025-03-24,view_product
1030,2025-03-10,view_product
1030,2025-03-14,add_to_cart
1030,2025-02-23,view_product
1030,2025-02-25,view_product
1030,2025-02-20,view_product
1030,2025-03-03,view_product
1030,2025-03-07,view_product
1031,2025-03-22,view_product
1031,2025-02-03,view_product
1031,2025-03-08,view_product
1031,2025-03-08,add_to_cart
1031,2025-02-15,view_product
1031,2025-03-05,checkout_start
1031,2025-03-15,view_product
1032,2025-02-13,checkout_start
1032,2025-03-09,add_to_cart
1032,2025-03-21,view_product
1032,2025-03-14,checkout_start
1032,2025-03-17,view_product
1032,2025-02-18,view_product
1032,2025-03-22,view_product
1032,2025-02-16,view_product
1032,2025-02-08,add_to_cart
1032,2025-02-19,add_to_cart
1032,2025-02-09,view_product
1033,2025-02-01,view_product
1033,2025-02-26,checkout_start
1033,2025-02-10,view_product
1033,2025-03-15,view_product
1033,2025-02-27,view_product
1033,2025-03-12,view_product
1033,2025-03-17,view_product
1033,2025-02-27,view_product
1033,2025-02-06,checkout_start
1033,2025-03-05,view_product
1033,2025-03-18,add_to_cart
1033,2025-03-18,view_product
1034,2025-02-10,add_to_cart
1034,2025-02-11,add_to_cart
1034,2025-03-26,view_product
1034,2025-02-04,view_product
1035,2025-03-26,view_product
1035,2025-03-14,add_to_cart
1035,2025-02-17,checkout_start
1035,2025-02-16,view_product
1035,2025-03-08,view_product
1035,2025-02-15,view_product
1035,2025-02-12,checkout_start
1035,2025-02-16,view_product
1035,2025-02-02,view_product
1035,2025-02-06,checkout_start
1036,2025-03-05,view_product
1036,2025-02-10,add_to_cart
1036,2025-02-19,view_product
1036,2025-03-09,checkout_start
1036,2025-02-10,checkout_start
1036,2025-02-06,view_product
1036,2025-02-16,add_to_cart
1036,2025-02-04,checkout_start
1036,2025-03-04,add_to_cart
1036,2025-02-06,add_to_cart
1036,2025-03-25,add_to_cart
1037,2025-02-27,view_product
1037,2025-03-03,view_product
1037,2025-02-20,view_product
1037,2025-02-19,view_product
1037,2025-02-25,view_product
1037,2025-03-23,view_product
1037,2025-02-23,add_to_cart
1038,2025-03-19,view_product
1038,2025-03-12,view_product
1038,2025-03-10,view_product
1038,2025-02-16,add_to_cart
1038,2025-03-24,view_product
1039,2025-02-11,add_to_cart
1039,2025-02-11,checkout_start
1039,2025-02-11,checkout_start
1039,2025-03-07,view_product
1039,2025-02-04,add_to_cart
1039,2025-02-21,view_product
1039,2025-02-22,view_product
1039,2025-02-21,add_to_cart
1039,2025-03-23,view_product
1039,2025-03-26,add_to_cart
1039,2025-02-09,view_product
1039,2025-02-08,add_to_cart
1039,2025-02-21,view_product
1040,2025-02-06,view_product
1040,2025-03-19,view_product
1040,2025-02-13,checkout_start
1040,2025-03-13,view_product
1041,2025-03-03,view_product
1041,2025-03-17,checkout_start
1041,2025-03-18,add_to_cart
1041,2025-02-22,view_product
1042,2025-02-14,view_product
1042,2025-02-04,view_product
1042,2025-02-20,view_product
1042,2025-03-11,view_product
1042,2025-03-11,view_product
1042,2025-03-01,add_to_cart
1043,2025-03-06,view_product
1043,2025-02-10,checkout_start
1043,2025-02-24,add_to_cart
1043,2025-03-14,checkout_start
1043,2025-03-25,view_product
1043,2025-03-25,checkout_start
1043,2025-02-18,add_to_cart
1043,2025-02-05,view_product
1044,2025-02-07,add_to_cart
1044,2025-02-11,view_product
1044,2025-03-04,checkout_start
1044,2025-02-08,checkout_start
1045,2025-02-06,view_product
1045,2025-03-16,view_product
1045,2025-02-07,add_to_cart
1045,2025-03-19,add_to_cart
1045,2025-02-22,view_product
1046,2025-02-08,view_product
1046,2025-02-17,add_to_cart
1046,2025-03-22,view_product
1046,2025-02-04,add_to_cart
1046,2025-03-23,view_product
1047,2025-02-14,view_product
1047,2025-02-21,view_product
1047,2025-02-10,add_to_cart
1047,2025-03-21,view_product
1047,2025-02-27,add_to_cart
1047,2025-03-16,view_product
1047,2025-02-21,checkout_start
1047,2025-02-09,view_product
1047,2025-02-08,checkout_start
1048,2025-02-04,view_product
1048,2025-02-03,add_to_cart
1048,2025-03-01,view_product
1048,2025-02-01,view_product
1048,2025-02-19,view_product
1048,2025-02-02,view_product
1048,2025-03-16,checkout_start
1048,2025-03-22,add_to_cart
1048,2025-02-06,add_to_cart
1048,2025-03-25,checkout_start
1049,2025-02-18,add_to_cart
1049,2025-02-08,view_product
1049,2025-02-13,view_product
1049,2025-03-10,checkout_start
1049,2025-03-06,view_product
1049,2025-02-13,checkout_start
1050,2025-03-27,add_to_cart
1050,2025-03-01,add_to_cart
1050,2025-03-09,view_product
1050,2025-02-24,view_product
1050,2025-02-09,view_product
1050,2025-03-12,view_product
1050,2025-03-26,add_to_cart
1050,2025-02-16,add_to_cart
1050,2025-02-07,view_product
1050,2025-03-19,add_to_cart
1051,2025-03-08,view_product
1051,2025-03-19,view_product
1051,2025-03-09,view_product
1051,2025-02-18,add_to_cart
1051,2025-03-06,add_to_cart
1051,2025-03-16,add_to_cart
1051,2025-02-21,add_to_cart
1051,2025-02-20,view_product
1052,2025-03-08,add_to_cart
1052,2025-02-24,add_to_cart
1052,2025-03-26,view_product
1052,2025-02-27,view_product
1052,2025-02-13,checkout_start
1052,2025-02-25,view_product
1052,2025-03-24,view_product
1052,2025-02-21,view_product
1052,2025-02-17,checkout_start
1052,2025-02-12,view_product
1052,2025-03-14,view_product
1052,2025-03-26,view_product
1053,2025-02-19,checkout_start
1053,2025-03-12,view_product
1053,2025-03-24,view_product
1053,2025-03-07,add_to_cart
1053,2025-02-15,add_to_cart
1053,2025-03-01,view_product
1053,2025-03-26,add_to_cart
1053,2025-02-05,view_product
1053,2025-03-02,view_product
1053,2025-03-02,add_to_cart
1053,2025-03-24,add_to_cart
1054,2025-02-25,view_product
1054,2025-02-10,view_product
1054,2025-02-08,add_to_cart
1054,2025-03-14,view_product
1054,2025-03-27,checkout_start
1054,2025-03-16,view_product
1054,2025-03-01,add_to_cart
1054,2025-02-02,view_product
1055,2025-02-25,view_product
1055,2025-03-07,view_product
1055,2025-02-17,add_to_cart
1055,2025-03-05,view_product
1055,2025-02-04,add_to_cart
1055,2025-03-27,view_product
1055,2025-03-05,view_product
1055,2025-02-25,view_product
1055,2025-02-03,view_product
1055,2025-02-26,view_product
1055,2025-03-04,checkout_start
1055,2025-03-15,view_product
1055,2025-02-07,view_product
1056,2025-03-04,add_to_cart
1056,2025-03-19,view_product
1056,2025-02-05,view_product
1056,2025-02-13,view_product
1056,2025-03-10,view_product
1056,2025-02-25,checkout_start
1057,2025-03-19,view_product
1057,2025-03-06,view_product
1057,2025-03-19,add_to_cart
1057,2025-03-10,view_product
1057,2025-03-14,view_product
1057,2025-02-25,view_product
1057,2025-03-25,checkout_start
1057,2025-02-17,view_product
1057,2025-03-18,view_product
1057,2025-03-05,add_to_cart
1058,2025-02-15,view_product
1058,2025-02-07,view_product
1058,2025-02-20,view_product
1058,2025-03-27,checkout_start
1058,2025-02-14,checkout_start
1058,2025-02-23,view_product
1058,2025-03-10,view_product
1058,2025-03-11,view_product
1058,2025-03-02,view_product
1058,2025-03-20,view_product
1058,2025-02-27,view_product
1058,2025-02-02,view_product
1058,2025-03-01,view_product
1058,2025-02-01,view_product
1059,2025-03-14,checkout_start
1059,2025-03-03,checkout_start
1059,2025-03-20,view_product
1059,2025-03-23,view_product
1060,2025-02-25,view_product
1060,2025-03-03,view_product
1060,2025-02-23,view_product
1060,2025-02-15,view_product
1060,2025-03-17,view_product
1060,2025-02-14,add_to_cart
1060,2025-03-19,view_product
1060,2025-03-11,view_product
1061,2025-02-20,add_to_cart
1061,2025-03-22,add_to_cart
1061,2025-03-17,view_product
1061,2025-03-22,view_product
1061,2025-02-07,view_product
1062,2025-02-14,view_product
1062,2025-02-08,view_product
1062,2025-02-25,checkout_start
1062,2025-02-15,checkout_start
1062,2025-02-10,checkout_start
1062,2025-03-26,view_product
1062,2025-03-02,view_product
1062,2025-02-17,checkout_start
1063,2025-03-27,view_product
1063,2025-03-05,checkout_start
1063,2025-02-13,view_product
1064,2025-03-06,checkout_start
1064,2025-02-25,checkout_start
1064,2025-02-09,add_to_cart
1064,2025-02-21,view_product
1064,2025-02-08,view_product
1064,2025-03-12,view_product
1064,2025-02-04,checkout_start
1064,2025-02-25,checkout_start
1064,2025-02-01,checkout_start
1065,2025-02-19,view_product
1065,2025-02-21,add_to_cart
1065,2025-02-05,add_to_cart
1065,2025-02-27,view_product
1065,2025-02-21,view_product
1065,2025-02-27,view_product
1065,2025-02-08,view_product
1065,2025-02-10,checkout_start
1065,2025-02-08,add_to_cart
1066,2025-02-07,add_to_cart
1066,2025-03-21,add_to_cart
1066,2025-03-26,view_product
1066,2025-03-06,view_product
1066,2025-03-11,view_product
1066,2025-02-10,add_to_cart
1066,2025-03-20,view_product
1066,2025-02-09,view_product
1066,2025-03-19,view_product
1066,2025-03-10,view_product
1066,2025-03-20,add_to_cart
1066,2025-02-01,view_product
1067,2025-03-01,checkout_start
1067,2025-03-08,add_to_cart
1067,2025-03-12,view_product
1068,2025-02-06,checkout_start
1068,2025-02-14,view_product
1068,2025-03-12,add_to_cart
1068,2025-03-01,add_to_cart
1068,2025-02-24,view_product
1068,2025-03-03,checkout_start
1068,2025-03-11,view_product
1068,2025-02-27,add_to_cart
1068,2025-03-12,add_to_cart
1069,2025-03-17,view_product
1069,2025-03-15,view_product
1069,2025-03-06,view_product
1070,2025-03-05,add_to_cart
1070,2025-03-13,checkout_start
1070,2025-03-27,checkout_start
1070,2025-03-24,add_to_cart
1071,2025-02-27,view_product
1071,2025-02-13,checkout_start
1071,2025-03-21,view_product
1071,2025-03-10,view_product
1072,2025-02-09,view_product
1072,2025-02-16,view_product
1072,2025-02-12,add_to_cart
1072,2025-03-22,view_product
1072,2025-03-15,view_product
1072,2025-03-02,view_product
1072,2025-03-14,view_product
1072,2025-03-24,view_product
1072,2025-02-12,view_product
1072,2025-02-20,view_product
1072,2025-03-13,checkout_start
1073,2025-02-07,add_to_cart
1073,2025-03-16,add_to_cart
1073,2025-02-12,view_product
1073,2025-02-11,view_product
1073,2025-02-21,view_product
1073,2025-03-18,view_product
1073,2025-03-04,view_product
1073,2025-03-15,view_product
1073,2025-02-08,add_to_cart
1073,2025-02-22,add_to_cart
1074,2025-03-02,view_product
1074,2025-03-08,add_to_cart
1074,2025-03-19,view_product
1075,2025-03-22,add_to_cart
1075,2025-03-25,checkout_start
1075,2025-02-09,view_product
1075,2025-03-17,view_product
1075,2025-02-15,view_product
1076,2025-03-16,checkout_start
1076,2025-02-16,view_product
1076,2025-03-05,add_to_cart
1076,2025-03-21,add_to_cart
1076,2025-03-23,view_product
1076,2025-02-19,view_product
1076,2025-03-06,view_product
1076,2025-03-05,view_product
1076,2025-02-07,view_product
1077,2025-03-22,view_product
1077,2025-03-21,checkout_start
1077,2025-02-18,add_to_cart
1077,2025-03-13,add_to_cart
1077,2025-03-07,add_to_cart
1077,2025-03-02,add_to_cart
1077,2025-02-02,checkout_start
1077,2025-03-16,view_product
1078,2025-03-12,view_product
1078,2025-02-14,view_product
1078,2025-02-02,view_product
1078,2025-03-26,view_product
1079,2025-02-15,view_product
1079,2025-03-25,add_to_cart
1079,2025-02-04,view_product
1079,2025-02-12,add_to_cart
1079,2025-02-22,add_to_cart
1079,2025-03-10,checkout_start
1079,2025-02-23,view_product
1079,2025-02-09,view_product
1079,2025-03-16,view_product
1079,2025-03-18,view_product
1079,2025-03-17,view_product
1079,2025-03-22,view_product
1080,2025-02-12,add_to_cart
1080,2025-02-23,view_product
1080,2025-02-05,checkout_start
1080,2025-02-24,view_product
1080,2025-02-16,view_product
1080,2025-02-02,view_product
1081,2025-03-17,view_product
1081,2025-03-03,add_to_cart
1081,2025-02-21,view_product
1081,2025-02-13,add_to_cart
1081,2025-02-10,checkout_start
1081,2025-03-24,view_product
1081,2025-02-13,view_product
1081,2025-02-05,checkout_start
1081,2025-03-07,view_product
1081,2025-02-15,add_to_cart
1081,2025-03-20,view_product
1081,2025-03-25,view_product
1081,2025-02-24,add_to_cart
1082,2025-02-11,add_to_cart
1082,2025-03-08,checkout_start
1082,2025-03-27,view_product
1082,2025-03-20,view_product
1082,2025-03-15,view_product
1082,2025-02-24,view_product
1082,2025-02-21,view_product
1082,2025-03-24,checkout_start
1082,2025-03-15,add_to_cart
1082,2025-02-24,checkout_start
1082,2025-02-06,view_product
1082,2025-03-25,add_to_cart
1083,2025-02-21,add_to_cart
1083,2025-02-14,checkout_start
1083,2025-02-20,view_product
1083,2025-02-09,view_product
1083,2025-02-14,view_product
1083,2025-03-12,view_product
1083,2025-03-01,add_to_cart
1083,2025-02-19,checkout_start
1083,2025-03-19,checkout_start
1083,2025-03-17,add_to_cart
1083,2025-03-13,view_product
1083,2025-03-03,add_to_cart
1083,2025-02-20,checkout_start
1084,2025-03-23,add_to_cart
1084,2025-03-10,checkout_start
1084,2025-03-17,view_product
1084,2025-03-09,add_to_cart
1084,2025-03-22,view_product
1084,2025-02-09,view_product
1085,2025-03-21,view_product
1085,2025-02-14,add_to_cart
1085,2025-02-16,checkout_start
1085,2025-03-05,view_product
1085,2025-03-11,add_to_cart
1086,2025-02-24,add_to_cart
1086,2025-03-25,checkout_start
1086,2025-02-03,view_product
1086,2025-02-16,view_product
1086,2025-03-11,view_product
1086,2025-03-12,view_product
1086,2025-03-23,view_product
1086,2025-02-14,view_product
1086,2025-02-02,add_to_cart
1086,2025-03-22,checkout_start
1086,2025-03-14,view_product
1086,2025-03-26,add_to_cart
1087,2025-02-15,view_product
1087,2025-02-22,checkout_start
1087,2025-03-18,add_to_cart
1087,2025-02-27,checkout_start
1087,2025-02-11,add_to_cart
1088,2025-03-26,checkout_start
1088,2025-03-25,view_product
1088,2025-02-09,view_product
1088,2025-03-16,add_to_cart
1088,2025-02-13,view_product
1088,2025-02-04,view_product
1088,2025-03-17,view_product
1088,2025-03-02,view_product
1088,2025-03-17,view_product
1088,2025-02-07,add_to_cart
1088,2025-02-16,view_product
1088,2025-02-20,view_product
1089,2025-02-01,view_product
1089,2025-02-02,view_product
1089,2025-02-06,add_to_cart
1089,2025-02-20,view_product
1089,2025-03-05,add_to_cart
1089,2025-02-05,view_product
1089,2025-02-25,add_to_cart
1089,2025-02-21,checkout_start
1089,2025-03-17,view_product
1089,2025-03-26,add_to_cart
1089,2025-03-23,add_to_cart
1090,2025-03-16,add_to_cart
1090,2025-03-04,add_to_cart
1090,2025-02-09,add_to_cart
1090,2025-02-23,view_product
1090,2025-03-22,add_to_cart
1090,2025-02-23,add_to_cart
1090,2025-02-04,view_product
1090,2025-02-06,view_product
1090,2025-03-16,view_product
1090,2025-03-03,view_product
1090,2025-02-04,view_product
1091,2025-03-16,add_to_cart
1091,2025-03-08,view_product
1091,2025-02-10,view_product
1091,2025-02-03,add_to_cart
1091,2025-02-13,checkout_start
1091,2025-03-04,view_product
1091,2025-02-15,view_product
1091,2025-03-14,add_to_cart
1091,2025-03-21,checkout_start
1092,2025-02-13,view_product
1092,2025-03-24,view_product
1092,2025-02-06,add_to_cart
1092,2025-03-12,checkout_start
1092,2025-03-06,add_to_cart
1092,2025-03-07,checkout_start
1092,2025-03-01,view_product
1092,2025-03-23,add_to_cart
1093,2025-02-19,view_product
1093,2025-03-25,view_product
1093,2025-02-18,view_product
1093,2025-02-06,view_product
1093,2025-03-24,checkout_start
1093,2025-02-09,add_to_cart
1093,2025-02-13,view_product
1093,2025-03-13,checkout_start
1093,2025-03-17,view_product
1093,2025-03-02,view_product
1093,2025-03-27,checkout_start
1093,2025-03-06,view_product
1094,2025-02-01,view_product
1094,2025-03-03,checkout_start
1094,2025-03-05,add_to_cart
1094,2025-02-18,view_product
1094,2025-03-21,view_product
1094,2025-03-23,add_to_cart
1094,2025-02-03,view_product
1094,2025-03-25,view_product
1094,2025-02-13,checkout_start
1095,2025-02-25,view_product
1095,2025-03-13,view_product
1095,2025-02-01,view_product
1095,2025-03-12,view_product
1095,2025-03-23,checkout_start
1095,2025-03-26,add_to_cart
1095,2025-03-17,view_product
1095,2025-03-06,add_to_cart
1095,2025-03-12,view_product
1095,2025-03-08,checkout_start
1095,2025-03-23,view_product
1095,2025-02-09,view_product
1095,2025-02-15,add_to_cart
1096,2025-03-20,add_to_cart
1096,2025-02-22,view_product
1096,2025-03-10,view_product
1096,2025-02-22,view_product
1096,2025-03-18,view_product
1096,2025-03-19,view_product
1096,2025-03-13,view_product
1097,2025-03-24,checkout_start
1097,2025-02-03,add_to_cart
1097,2025-03-12,view_product
1097,2025-03-05,add_to_cart
1097,2025-02-20,add_to_cart
1097,2025-02-06,view_product
1097,2025-03-21,checkout_start
1097,2025-03-05,view_product
1097,2025-03-07,view_product
1097,2025-03-11,checkout_start
1097,2025-03-25,add_to_cart
1097,2025-03-04,add_to_cart
1097,2025-03-18,view_product
1097,2025-03-08,add_to_cart
1098,2025-03-27,view_product
1098,2025-03-02,add_to_cart
1098,2025-02-11,view_product
1098,2025-02-19,add_to_cart
1098,2025-03-19,add_to_cart
1098,2025-02-09,view_product
1098,2025-02-21,add_to_cart
1098,2025-02-20,view_product
1099,2025-02-08,checkout_start
1099,2025-03-12,add_to_cart
1099,2025-03-04,view_product
1099,2025-02-06,view_product
1099,2025-03-20,add_to_cart
1099,2025-03-19,view_product
1099,2025-02-04,view_product
1099,2025-02-04,view_product
1099,2025-03-25,view_product
1099,2025-02-02,checkout_start
1099,2025-02-20,view_product
1100,2025-03-16,add_to_cart
1100,2025-02-04,view_product
1100,2025-02-11,checkout_start
1100,2025-03-27,view_product
1100,2025-02-07,add_to_cart
1101,2025-02-23,view_product
1101,2025-02-27,add_to_cart
1101,2025-03-09,add_to_cart
1101,2025-02-02,view_product
1101,2025-03-12,view_product
1101,2025-03-13,view_product
1102,2025-03-06,view_product
1102,2025-03-01,add_to_cart
1102,2025-03-07,view_product
1102,2025-02-16,view_product
1102,2025-03-11,add_to_cart
1102,2025-02-04,checkout_start
1103,2025-02-18,view_product
1103,2025-03-13,view_product
1103,2025-02-22,view_product
1104,2025-03-02,add_to_cart
1104,2025-03-16,view_product
1104,2025-02-21,checkout_start
1104,2025-02-13,checkout_start
1104,2025-03-18,add_to_cart
1104,2025-02-25,view_product
1104,2025-02-25,add_to_cart
1104,2025-03-20,add_to_cart
1104,2025-03-08,add_to_cart
1104,2025-02-22,add_to_cart
1105,2025-02-12,view_product
1105,2025-02-25,view_product
1105,2025-02-04,add_to_cart
1105,2025-03-24,checkout_start
1105,2025-02-08,checkout_start
1105,2025-02-07,add_to_cart
1105,2025-02-16,view_product
1105,2025-03-11,checkout_start
1105,2025-02-21,checkout_start
1105,2025-03-24,checkout_start
1105,2025-03-07,view_product
1105,2025-03-06,view_product
1105,2025-03-09,view_product
1106,2025-02-03,view_product
1106,2025-03-14,view_product
1106,2025-03-24,checkout_start
1106,2025-03-05,view_product
1106,2025-03-13,view_product
1106,2025-03-03,view_product
1106,2025-02-02,view_product
1106,2025-02-15,add_to_cart
1106,2025-02-13,checkout_start
1106,2025-02-24,view_product
1106,2025-02-25,checkout_start
1106,2025-03-04,checkout_start
1106,2025-02-09,add_to_cart
1106,2025-03-07,view_product
1107,2025-03-17,checkout_start
1107,2025-02-08,view_product
1107,2025-02-12,add_to_cart
1107,2025-02-13,view_product
1107,2025-03-01,view_product
1107,2025-03-03,checkout_start
1107,2025-02-13,view_product
1107,2025-02-20,add_to_cart
1108,2025-02-04,view_product
1108,2025-02-24,view_product
1108,2025-03-02,view_product
1108,2025-02-23,view_product
1108,2025-02-04,checkout_start
1109,2025-03-13,view_product
1109,2025-02-09,add_to_cart
1109,2025-03-20,add_to_cart
1109,2025-03-27,add_to_cart
1109,2025-03-09,view_product
1109,2025-03-10,view_product
1109,2025-03-23,add_to_cart
1109,2025-03-20,view_product
1110,2025-02-07,view_product
1110,2025-03-17,view_product
1110,2025-02-24,checkout_start
1110,2025-02-20,add_to_cart
1111,2025-02-25,view_product
1111,2025-02-05,view_product
1111,2025-02-22,view_product
1111,2025-03-06,view_product
1111,2025-03-01,view_product
1111,2025-03-12,add_to_cart
1111,2025-03-16,view_product
1111,2025-02-04,add_to_cart
1111,2025-02-20,view_product
1111,2025-03-22,view_product
1111,2025-03-27,add_to_cart
1111,2025-02-12,add_to_cart
1112,2025-02-12,add_to_cart
1112,2025-03-27,view_product
1112,2025-03-17,view_product
1112,2025-02-25,checkout_start
1112,2025-03-13,view_product
1112,2025-03-09,add_to_cart
1112,2025-03-21,checkout_start
1112,2025-02-23,view_product
1112,2025-03-03,checkout_start
1112,2025-03-05,view_product
1112,2025-03-24,checkout_start
1112,2025-03-08,checkout_start
1112,2025-02-11,view_product
1112,2025-03-25,view_product
1113,2025-03-09,add_to_cart
1113,2025-03-02,add_to_cart
1113,2025-02-02,add_to_cart
1113,2025-03-18,view_product
1114,2025-03-02,view_product
1114,2025-03-08,view_product
1114,2025-02-21,view_product
1114,2025-03-02,view_product
1115,2025-02-26,add_to_cart
1115,2025-03-20,checkout_start
1115,2025-02-15,view_product
1115,2025-02-12,checkout_start
1115,2025-03-17,checkout_start
1115,2025-02-04,view_product
1116,2025-02-03,view_product
